Entidade,Ano,Produção Anual de Plástico,Código_x,Participação na emissão global de plásticos para o oceano,Código_y,Participação da reciclagem do lixo total regional,Participação da queima do lixo total regional,Participação do lixo descartado e mal gerido do total regional,Participação do lixo encaminhado para aterros do total regional,Código,Lixo plástico mal gerenciado por pessoa (kg por ano),Cidade,Região,Qualidade do Ar,Poluição da Água
Afghanistan,,,,,,,,,,,,Kabul,Kabul,18.42105263,81.06060606
Afghanistan,,,,,,,,,,,,Herat,Herat,43.75,31.25
Afghanistan,,,,,,,,,,,,Kandahar,Kandahar,0.0,75.0
Afghanistan,,,,,,,,,,,,Mazar-i-Sharif,Balkh,11.11111111,83.33333333
Afghanistan,,,,,,,,,,,,Farah,Farah,100.0,0.0
Afghanistan,,,,,,,,,,,,Andkhoy,Faryab,50.0,50.0
Albania,2019.0,,ALB,0.159782247,,,,,,ALB,24.23915307,Tirana,Tirana County,18.31683168,73.17708333
Albania,2019.0,,ALB,0.159782247,,,,,,ALB,24.23915307,Kavaje,Tirana County,100.0,75.0
Albania,2019.0,,ALB,0.159782247,,,,,,ALB,24.23915307,Durres,Durres County,37.5,62.5
Albania,2019.0,,ALB,0.159782247,,,,,,ALB,24.23915307,Elbasan,Elbasan County,0.0,25.0
Albania,2019.0,,ALB,0.159782247,,,,,,ALB,24.23915307,Korce,Korce County,75.0,25.0
Albania,2019.0,,ALB,0.159782247,,,,,,ALB,24.23915307,Shkoder,Shkoder County,75.0,33.33333333
Albania,2019.0,,ALB,0.159782247,,,,,,ALB,24.23915307,Vlore,Vlore County,66.66666667,75.0
Albania,2019.0,,ALB,0.159782247,,,,,,ALB,24.23915307,Lushnje,Fier County,0.0,100.0
Albania,2019.0,,ALB,0.159782247,,,,,,ALB,24.23915307,Burrel,Diber County,100.0,62.5
Albania,2019.0,,ALB,0.159782247,,,,,,ALB,24.23915307,Kamez,Tirana County,50.0,100.0
Albania,2019.0,,ALB,0.159782247,,,,,,ALB,24.23915307,Permet,Gjirokaster County,100.0,0.0
Albania,2019.0,,ALB,0.159782247,,,,,,ALB,24.23915307,Ballsh,Fier County,0.0,62.5
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Algiers,Algiers Province,39.74358974,60.29411765
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Guelma,Annaba Province,25.0,50.0
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Bejaia,Bejaia Province,58.33333333,50.0
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Oran,Oran Province,50.0,35.71428571
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Tlemcen,Tlemcen Province,68.75,37.5
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Constantine,Constantine Province,41.66666667,56.25
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Setif,Setif Province,50.0,100.0
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Batna,Batna Province,100.0,25.0
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Bordj Bou Arreridj,Bordj Bou Arreridj Province,62.5,0.0
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Ghardaia,Ghardaia Province,75.0,100.0
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Boumerdes,Boumerdes Province,33.33333333,58.33333333
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Mostaganem,Mostaganem Province,75.0,75.0
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Tebessa,Tebessa Province,100.0,0.0
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Khenchela,Khenchela Province,100.0,0.0
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Medea,Medea Province,50.0,50.0
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Skikda,Skikda Province,0.0,100.0
Algeria,2019.0,,DZA,0.589509708,,,,,,DZA,17.75899473,Djelfa,Djelfa Province,50.0,62.5
Andorra,,,,,,,,,,,,Andorra la Vella,Andorra la Vella,37.5,25.0
Andorra,,,,,,,,,,,,Encamp,Encamp,50.0,25.0
Angola,2019.0,,AGO,0.087803663,,,,,,AGO,7.445278869,Luanda,Luanda Province,15.0,81.25
Antigua and Barbuda,2019.0,,ATG,0.000204195,,,,,,ATG,6.463917526,,,,
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Salta,Salta Province,60.0,50.0
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,La Plata,Buenos Aires Province,40.90909091,63.63636364
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Cordoba,Cordoba Province,35.0,58.33333333
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Santa Rosa,La Pampa,75.0,75.0
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,San Salvador de Jujuy,Province of Jujuy,75.0,50.0
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,La Rioja,La Rioja Province,100.0,50.0
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Mendoza,Mendoza,65.625,53.57142857
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Viedma,Rio Negro Province,100.0,75.0
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,San Luis,San Luis Province,75.0,50.0
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Santiago del Estero,Santiago del Estero Province,75.0,25.0
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Bariloche,Rio Negro Province,83.33333333,41.66666667
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Rosario,Santa Fe Province,71.42857143,57.14285714
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Mar del Plata,Buenos Aires Province,82.14285714,35.71428571
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Bahia Blanca,Buenos Aires Province,58.33333333,58.33333333
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Comodoro Rivadavia,Chubut Province,85.71428571,58.33333333
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Lomas de Zamora,Buenos Aires Province,62.5,37.5
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Quilmes,Buenos Aires Province,25.0,25.0
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Avellaneda,Santa Fe Province,0.0,100.0
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,San Martin de los Andes,Neuquen Province,100.0,75.0
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,Pilar,Buenos Aires Province,75.0,100.0
Argentina,2019.0,,ARG,0.422376457,,,,,,ARG,10.40191152,San Isidro,Buenos Aires Province,100.0,0.0
Armenia,,,,,,,,,,,,Vanadzor,Lori Region,25.0,50.0
Armenia,,,,,,,,,,,,Metsamor,Armavir Region,0.0,50.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Canberra,Australian Capital Territory,90.74675325,17.80821918
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Melbourne,Victoria,79.07303371,28.2234957
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Perth,Western Australia,82.98755187,28.0720339
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Adelaide,South Australia,88.84803922,24.60526316
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Darwin,Northern Territory,84.65909091,26.92307692
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Ballarat,Victoria,89.0625,23.33333333
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Alice Springs,Northern Territory,65.625,28.125
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Brisbane,Queensland,83.06878307,30.46448087
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Hobart,Tasmania,92.85714286,21.05263158
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Newcastle,New South Wales,78.0,39.28571429
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Gold Coast,Queensland,82.63888889,32.60869565
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Bundaberg,Queensland,58.33333333,32.14285714
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Wollongong,New South Wales,76.13636364,30.26315789
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Cairns,Queensland,77.27272727,37.39516129
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Townsville,Queensland,89.28571429,40.625
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Geelong,Victoria,83.33333333,23.80952381
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Traralgon,Victoria,75.0,50.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Bunbury,Western Australia,100.0,0.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Mount Gambier,South Australia,83.33333333,0.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Kalgoorlie,Western Australia,75.0,50.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Albury,New South Wales,95.0,8.333333333
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Launceston,Tasmania,68.75,50.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Penrith,New South Wales,25.0,25.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Wagga Wagga,New South Wales,75.0,20.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Toowoomba,Queensland,86.66666667,10.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Bendigo,Victoria,0.0,100.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Orange,New South Wales,100.0,0.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Mandurah,Western Australia,37.5,62.5
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Coffs Harbour,New South Wales,100.0,25.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Gosford,New South Wales,100.0,0.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Geraldton,Western Australia,82.14285714,25.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Port Macquarie,New South Wales,75.0,46.15384615
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Rockhampton,Queensland,88.63636364,18.75
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Fremantle,Western Australia,91.66666667,50.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Port Lincoln,South Australia,0.0,25.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Wodonga,New South Wales,100.0,0.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Hervey Bay,Queensland,66.66666667,33.33333333
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Mount Isa,Queensland,92.85714286,75.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Busselton,Western Australia,90.0,50.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Singleton,New South Wales,87.5,50.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Albany,Western Australia,84.375,31.25
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Mackay,Queensland,90.0,75.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Bathurst,New South Wales,91.66666667,37.5
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Gladstone,Queensland,75.0,56.25
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Devonport,Tasmania,95.83333333,0.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Warrnambool,Victoria,100.0,25.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Whyalla,South Australia,71.42857143,16.66666667
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Dubbo,New South Wales,83.33333333,35.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Shepparton,Victoria,75.0,50.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Dalby,Queensland,100.0,50.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Muswellbrook,New South Wales,87.5,50.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Ipswich,Queensland,50.0,75.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Wangaratta,Victoria,100.0,25.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Frankston,Victoria,87.5,100.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Karratha,Western Australia,100.0,0.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Tamworth,New South Wales,100.0,25.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Katoomba,New South Wales,100.0,0.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Gympie,Queensland,62.5,62.5
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Bowral,New South Wales,75.0,33.33333333
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Merimbula,New South Wales,100.0,0.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Buderim,Queensland,75.0,0.0
Australia,2019.0,,AUS,0.003267113,,,,,,AUS,0.20894338,Millmerran,Queensland,100.0,0.0
Austria,,,,,,,,,,,,Innsbruck,Tyrol,75.0,7.8125
Austria,,,,,,,,,,,,Bregenz,Vorarlberg,95.0,50.0
Austria,,,,,,,,,,,,Graz,Styria,53.33333333,21.15384615
Austria,,,,,,,,,,,,Salzburg,Salzburg,82.69230769,38.88888889
Austria,,,,,,,,,,,,Linz,Upper Austria,61.76470588,27.5
Austria,,,,,,,,,,,,Klagenfurt,Carinthia,71.42857143,16.66666667
Austria,,,,,,,,,,,,Eisenstadt,Burgenland,87.5,50.0
Austria,,,,,,,,,,,,Wiener Neustadt,Lower Austria,87.5,50.0
Austria,,,,,,,,,,,,Dornbirn,Vorarlberg,100.0,0.0
Austria,,,,,,,,,,,,Wels,Upper Austria,75.0,0.0
Austria,,,,,,,,,,,,Feldkirch,Vorarlberg,83.33333333,0.0
Austria,,,,,,,,,,,,Bad Ischl,Upper Austria,85.0,50.0
Austria,,,,,,,,,,,,Amstetten,Lower Austria,62.5,50.0
Austria,,,,,,,,,,,,Vocklabruck,Upper Austria,100.0,50.0
Austria,,,,,,,,,,,,Hallein,Salzburg,100.0,50.0
Austria,,,,,,,,,,,,Mittersill,Salzburg,50.0,50.0
Austria,,,,,,,,,,,,Bruck an der Mur,Styria,75.0,50.0
Austria,,,,,,,,,,,,Traun,Upper Austria,87.5,50.0
Austria,,,,,,,,,,,,Steyr,Upper Austria,100.0,50.0
Austria,,,,,,,,,,,,Modling,Lower Austria,87.5,50.0
Austria,,,,,,,,,,,,Lienz,Tyrol,100.0,50.0
Austria,,,,,,,,,,,,Gmunden,Upper Austria,100.0,50.0
Austria,,,,,,,,,,,,Villach,Carinthia,85.41666667,11.25
Austria,,,,,,,,,,,,Leoben,Styria,80.0,75.0
Austria,,,,,,,,,,,,Kufstein,Tyrol,87.5,50.0
Austria,,,,,,,,,,,,Baden bei Wien,Lower Austria,87.5,50.0
Austria,,,,,,,,,,,,Klosterneuburg,Lower Austria,62.5,50.0
Austria,,,,,,,,,,,,Wolfsberg,Carinthia,100.0,50.0
Austria,,,,,,,,,,,,Leonding,Upper Austria,100.0,0.0
Austria,,,,,,,,,,,,Tulln an der Donau,Lower Austria,87.5,50.0
Austria,,,,,,,,,,,,Schwechat,Lower Austria,87.5,50.0
Austria,,,,,,,,,,,,Knittelfeld,Styria,75.0,50.0
Austria,,,,,,,,,,,,Kapfenberg,Styria,75.0,0.0
Austria,,,,,,,,,,,,Hollabrunn,Lower Austria,87.5,50.0
Austria,,,,,,,,,,,,Landeck,Tyrol,87.5,50.0
Bahamas,2019.0,,BHS,0.002041946,,,,,,BHS,5.686375321,,,,
Bahrain,2019.0,,BHR,0.0,,,,,,BHR,0.635588056,Manama,Capital Governorate,40.27777778,46.77419355
Bahrain,2019.0,,BHR,0.0,,,,,,BHR,0.635588056,Isa Town,Central Governorate,25.0,87.5
Bahrain,2019.0,,BHR,0.0,,,,,,BHR,0.635588056,Riffa,Southern Governorate,32.69230769,53.125
Bangladesh,2019.0,,BGD,2.515677038,,,,,,BGD,6.268108387,Dhaka,Dhaka Division,14.96815287,78.25342466
Bangladesh,2019.0,,BGD,2.515677038,,,,,,BGD,6.268108387,Khulna,Khulna Division,45.83333333,39.28571429
Bangladesh,2019.0,,BGD,2.515677038,,,,,,BGD,6.268108387,Rajshahi,Rajshahi Division,47.22222222,30.0
Bangladesh,2019.0,,BGD,2.515677038,,,,,,BGD,6.268108387,Sylhet,Sylhet Division,50.0,53.33333333
Bangladesh,2019.0,,BGD,2.515677038,,,,,,BGD,6.268108387,Barisal,Barisal Division,20.0,50.0
Bangladesh,2019.0,,BGD,2.515677038,,,,,,BGD,6.268108387,Brahmanbaria,Chattogram Division,25.0,50.0
Bangladesh,2019.0,,BGD,2.515677038,,,,,,BGD,6.268108387,Rangpur,Rangpur Division,25.0,62.5
Bangladesh,2019.0,,BGD,2.515677038,,,,,,BGD,6.268108387,Narayanganj,Dhaka Division,6.25,93.75
Bangladesh,2019.0,,BGD,2.515677038,,,,,,BGD,6.268108387,Sirajganj,Rajshahi Division,100.0,75.0
Barbados,2019.0,,BRB,0.004594378,,,,,,BRB,3.038327526,Bridgetown,Saint Michael,90.0,15.0
Barbados,2019.0,,BRB,0.004594378,,,,,,BRB,3.038327526,Holetown,Saint James,100.0,50.0
Barbados,2019.0,,BRB,0.004594378,,,,,,BRB,3.038327526,Speightstown,Saint Peter,75.0,75.0
Belarus,,,,,,,,,,,,Gomel,Gomel Region,44.73684211,53.57142857
Belarus,,,,,,,,,,,,Brest,Brest Region,31.25,55.0
Belarus,,,,,,,,,,,,Mogilev,Mahiliou Region,53.125,50.0
Belarus,,,,,,,,,,,,Slonim,Grodno Region,62.5,12.5
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Ghent,Flemish Region,55.46875,27.67857143
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Liege,Wallonia,54.54545455,28.57142857
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Lokeren,Flemish Region,75.0,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Bruges,Flemish Region,82.5,30.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Sint-Niklaas,Flemish Region,25.0,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Charleroi,Wallonia,50.0,60.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Mons,Wallonia,80.0,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Leuven,Flemish Region,56.25,37.5
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Namur,Wallonia,72.22222222,55.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Wavre,Wallonia,75.0,100.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Seraing,Wallonia,75.0,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Roeselare,Flemish Region,75.0,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Turnhout,Flemish Region,75.0,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Vilvoorde,Flemish Region,75.0,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Geel,Flemish Region,87.5,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Tubize,Wallonia,100.0,0.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Veurne,Flemish Region,87.5,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Arlon,Wallonia,100.0,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Aarschot,Flemish Region,75.0,41.66666667
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Sint-Truiden,Flemish Region,50.0,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Spa,Wallonia,100.0,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Mechelen,Flemish Region,60.71428571,25.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Ostend,Flemish Region,37.5,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Kortrijk,Flemish Region,70.83333333,62.5
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Hasselt,Flemish Region,75.0,25.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Genk,Flemish Region,62.5,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Antwerp,Flemish Region,36.5,40.76086957
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Beringen,Flemish Region,0.0,100.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Damme,Flemish Region,87.5,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Verviers,Wallonia,62.5,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Waregem,Flemish Region,100.0,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Nivelles,Wallonia,100.0,50.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Mouscron,Wallonia,55.0,75.0
Belgium,2019.0,,BEL,0.003471308,,,,,,BEL,0.19793743,Tournai,Wallonia,60.71428571,58.33333333
Belize,2019.0,,BLZ,0.038184384,,,,,,BLZ,15.43846154,Belmopan,Cayo District,62.5,54.16666667
Belize,2019.0,,BLZ,0.038184384,,,,,,BLZ,15.43846154,Belize City,Belize District,50.0,77.77777778
Belize,2019.0,,BLZ,0.038184384,,,,,,BLZ,15.43846154,San Ignacio,Cayo District,100.0,75.0
Belize,2019.0,,BLZ,0.038184384,,,,,,BLZ,15.43846154,Punta Gorda,Toledo District,100.0,75.0
Benin,2019.0,,BEN,0.167337446,,,,,,BEN,11.29861876,Cotonou,Littoral Department,25.0,100.0
Bhutan,,,,,,,,,,,,Thimphu,Thimphu District,44.64285714,60.0
Bhutan,,,,,,,,,,,,Paro,Paro District,75.0,50.0
Bolivia,,,,,,,,,,,,La Paz,La Paz Department,27.94117647,79.54545455
Bolivia,,,,,,,,,,,,El Alto,La Paz Department,50.0,100.0
Bolivia,,,,,,,,,,,,Trinidad,Beni Department,75.0,50.0
Bolivia,,,,,,,,,,,,Cochabamba,Cochabamba Department,26.38888889,68.75
Bosnia and Herzegovina,2019.0,,BIH,0.000612584,,,,,,BIH,16.82853681,Sarajevo,Federation of Bosnia and Herzegovina,25.0,44.01041667
Bosnia and Herzegovina,2019.0,,BIH,0.000612584,,,,,,BIH,16.82853681,Mostar,Federation of Bosnia and Herzegovina,93.18181818,35.0
Bosnia and Herzegovina,2019.0,,BIH,0.000612584,,,,,,BIH,16.82853681,Banja Luka,Republika Srpska,45.58823529,58.59375
Bosnia and Herzegovina,2019.0,,BIH,0.000612584,,,,,,BIH,16.82853681,Doboj,Republika Srpska,87.5,75.0
Bosnia and Herzegovina,2019.0,,BIH,0.000612584,,,,,,BIH,16.82853681,Tuzla,Federation of Bosnia and Herzegovina,10.9375,50.0
Bosnia and Herzegovina,2019.0,,BIH,0.000612584,,,,,,BIH,16.82853681,Foca,Republika Srpska,37.5,50.0
Bosnia and Herzegovina,2019.0,,BIH,0.000612584,,,,,,BIH,16.82853681,Zenica,Federation of Bosnia and Herzegovina,30.55555556,40.625
Bosnia and Herzegovina,2019.0,,BIH,0.000612584,,,,,,BIH,16.82853681,Bihac,Federation of Bosnia and Herzegovina,100.0,0.0
Bosnia and Herzegovina,2019.0,,BIH,0.000612584,,,,,,BIH,16.82853681,Brcko,Brcko District,25.0,87.5
Bosnia and Herzegovina,2019.0,,BIH,0.000612584,,,,,,BIH,16.82853681,Prijedor,Republika Srpska,75.0,25.0
Bosnia and Herzegovina,2019.0,,BIH,0.000612584,,,,,,BIH,16.82853681,Trebinje,Republika Srpska,100.0,37.5
Botswana,,,,,,,,,,,,Gaborone,South-East District,67.10526316,37.5
Botswana,,,,,,,,,,,,Tlokweng,South-East District,62.5,75.0
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Sao Paulo,Sao Paulo,24.05660377,73.71794872
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Brasilia,Federal District,76.53061224,38.04347826
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Osasco,Sao Paulo,35.0,66.66666667
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Curitiba,Parana,73.10126582,48.91304348
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Rio de Janeiro,Rio de Janeiro,46.81208054,77.24137931
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Olinda,Pernambuco,50.0,75.0
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Sao Luis,Maranhao,50.0,100.0
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Salvador,Bahia,83.0,51.31578947
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Manaus,Amazonas,31.25,46.42857143
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Porto Alegre,Rio Grande do Sul,54.66101695,59.25925926
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Belo Horizonte,Minas Gerais,51.171875,47.45762712
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Fortaleza,Ceara,66.66666667,56.94444444
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Recife,Pernambuco,49.16666667,77.41935484
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Santos,Sao Paulo,65.625,18.75
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Goiania,Goias,68.75,39.58333333
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Pelotas,Rio Grande do Sul,50.0,50.0
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Caxias do Sul,Rio Grande do Sul,85.0,37.5
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Natal,Rio Grande do Norte,80.68181818,59.09090909
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Florianopolis,Santa Catarina,82.60869565,67.39130435
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Joinville,Santa Catarina,77.94117647,58.82352941
Brazil,2019.0,,BRA,3.859175176,,,,,,BRA,15.62046908,Teresina,Piaui,75.0,75.0
