Entidade,Ano,Produção Anual de Plástico,Código_x,Participação na emissão global de plásticos para o oceano,Código_y,Participação da reciclagem do lixo total regional,Participação da queima do lixo total regional,Participação do lixo descartado e mal gerido do total regional,Participação do lixo encaminhado para aterros do total regional,Código,Lixo plástico mal gerenciado por pessoa (kg por ano),Cidade,Região,Qualidade do Ar,Poluição da Água
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Ludhiana,Punjab,17.85714286,68.18181818
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Nashik,Maharashtra,69.44444444,50.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Meerut,Uttar Pradesh,27.65957447,75.65789474
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Udaipur,Rajasthan,57.14285714,72.58064516
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Faridabad,Haryana,13.06818182,80.42168675
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Aurangabad,Maharashtra,30.64516129,62.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Bikaner,Rajasthan,61.9047619,54.16666667
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Jabalpur,Madhya Pradesh,42.85714286,68.10344828
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Aligarh,Uttar Pradesh,50.0,0.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Asansol,West Bengal,25.96153846,68.47826087
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Howrah,West Bengal,50.0,75.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Ghaziabad,Uttar Pradesh,12.90322581,80.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Thane,Maharashtra,41.66666667,70.94594595
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Shillong,Meghalaya,73.33333333,73.33333333
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Imphal,Manipur,47.91666667,65.38461538
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Kolhapur,Maharashtra,52.88461538,69.04761905
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Akola,Maharashtra,31.52173913,62.5
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Bareilly,Uttar Pradesh,45.83333333,48.52941176
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Panaji,Goa,25.0,50.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Solapur,Maharashtra,20.83333333,73.07692308
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Bhilai,Chhattisgarh,34.82142857,55.68181818
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Bhavnagar,Gujarat,61.36363636,61.9047619
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Jhansi,Uttar Pradesh,47.82608696,69.73684211
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Dhanbad,Jharkhand,20.19230769,64.13043478
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Gaya,Bihar,0.0,50.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Jammu,Jammu and Kashmir,44.76744186,62.82051282
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Amravati,Maharashtra,36.25,59.61538462
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Belgaum,Karnataka,46.71052632,82.43243243
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Haridwar,Uttarakhand,71.875,53.125
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Karaikal,Puducherry,50.0,50.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Noida,Uttar Pradesh,11.48255814,82.63473054
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Coonoor,Tamil Nadu,87.5,45.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Valsad,Gujarat,75.0,75.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Kollam,Kerala,75.0,44.11764706
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Muradabad,Uttar Pradesh,37.5,43.75
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Raipur,Chhattisgarh,15.09433962,68.61702128
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Sangli,Maharashtra,47.22222222,62.5
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Ulhasnagar,Maharashtra,10.86956522,73.91304348
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Sri Ganganagar,Rajasthan,50.0,44.44444444
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Rishikesh,Uttarakhand,37.5,87.5
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Veraval,Gujarat,0.0,100.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Satara,Maharashtra,87.5,56.25
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Udupi,Karnataka,50.0,37.5
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Kharagpur,West Bengal,50.0,55.76923077
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Begusarai,Bihar,44.44444444,55.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Pondicherry,Puducherry,50.0,59.09090909
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Balasore,Odisha,21.15384615,58.33333333
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Ratlam,Madhya Pradesh,65.0,55.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Srikakulam,Andhra Pradesh,75.0,37.5
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Bharuch,Gujarat,30.55555556,67.85714286
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Bhagalpur,Bihar,53.75,50.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Bhiwani,Haryana,25.0,12.5
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Tirupur,Tamil Nadu,42.64705882,50.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Nagercoil,Tamil Nadu,37.5,55.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Nanded,Maharashtra,38.23529412,53.57142857
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Bilaspur,Chhattisgarh,31.57894737,75.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Chandrapur,Maharashtra,11.11111111,68.33333333
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Eluru,Andhra Pradesh,54.16666667,57.14285714
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Palakkad,Kerala,86.53846154,54.16666667
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Rourkela,Odisha,33.0,58.33333333
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Pathanamthitta,Kerala,89.70588235,38.63636364
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Jaunpur,Uttar Pradesh,50.0,62.5
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Darbhanga,Bihar,40.625,59.375
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Dibrugarh,Assam,51.78571429,44.44444444
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Rohtak,Haryana,50.0,25.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Muzaffarpur,Bihar,17.59259259,57.60869565
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Purnia,Bihar,100.0,50.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Wardha,Maharashtra,50.0,50.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Hisar,Haryana,29.62962963,46.15384615
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Anand,Gujarat,78.84615385,45.45454545
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Navsari,Gujarat,68.75,54.54545455
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Tenali,Andhra Pradesh,71.42857143,58.33333333
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Mohali,Punjab,87.5,75.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Nalgonda,Telangana,75.0,75.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Korba,Chhattisgarh,43.75,43.75
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Tinsukia,Assam,0.0,75.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Greater Noida,Uttar Pradesh,25.0,100.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Alwar,Rajasthan,37.5,55.76923077
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Vizianagaram,Andhra Pradesh,58.33333333,58.33333333
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Gorakhpur,Uttar Pradesh,47.11538462,66.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Chittoor,Andhra Pradesh,70.0,70.83333333
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Haldia,West Bengal,0.0,100.0
India,2014.0,,,,IND,11.294254,3.4897249,52.02429,33.191742,,,Warangal,Telangana,53.40909091,71.875
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Ahmedabad,Gujarat,32.96296296,66.9921875
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Jamnagar,Gujarat,34.48275862,58.33333333
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Mumbai,Maharashtra,25.16025641,75.32537961
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Kolkata,West Bengal,25.93457944,68.26923077
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Chennai,Tamil Nadu,35.88435374,73.07017544
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Hyderabad,Telangana,31.49253731,70.10703364
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Nagpur,Maharashtra,46.61016949,69.44444444
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Pune,Maharashtra,39.10788382,71.86147186
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Kochi,Kerala,36.5625,68.40277778
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Surat,Gujarat,46.3592233,61.96808511
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Siliguri,West Bengal,40.0,67.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Durgapur,West Bengal,12.5,50.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Erode,Tamil Nadu,50.0,61.11111111
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Salem,Tamil Nadu,48.80952381,64.28571429
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Coimbatore,Tamil Nadu,50.0,65.74074074
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Mysore,Karnataka,51.5625,62.5
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Rajkot,Gujarat,43.60465116,58.10810811
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Vadodara,Gujarat,43.45794393,65.90909091
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Gandhinagar,Gujarat,87.90322581,50.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Kozhikode,Kerala,57.25806452,70.23809524
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Jalgaon,Maharashtra,33.75,54.6875
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Sikar,Rajasthan,58.33333333,87.5
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Jalandhar,Punjab,23.75,67.1875
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Hubli,Karnataka,26.78571429,69.44444444
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Munger,Bihar,100.0,62.5
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Thoothukudi,Tamil Nadu,50.0,50.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Agra,Uttar Pradesh,23.61111111,69.82758621
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Hassan,Karnataka,68.18181818,60.71428571
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Lucknow,Uttar Pradesh,25.66666667,72.82608696
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Amritsar,Punjab,21.56862745,76.70454545
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Kakinada,Andhra Pradesh,62.5,37.5
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Latur,Maharashtra,83.33333333,58.33333333
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Nellore,Andhra Pradesh,31.48148148,66.66666667
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Navi Mumbai,Maharashtra,40.2173913,55.27522936
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Jaipur,Rajasthan,43.6746988,63.55263158
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Kanpur,Uttar Pradesh,16.40625,76.66666667
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Indore,Madhya Pradesh,45.0,70.56451613
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Varanasi,Uttar Pradesh,19.33962264,70.91836735
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Patna,Bihar,14.49275362,68.25396825
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Bhopal,Madhya Pradesh,48.92857143,67.30769231
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Mangalore,Karnataka,65.09433962,47.53289474
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Gwalior,Madhya Pradesh,25.0,72.97297297
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Allahabad,Uttar Pradesh,13.7195122,75.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Thrissur,Kerala,47.82608696,75.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Srinagar,Jammu and Kashmir,77.5862069,51.92307692
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Agartala,Tripura,63.63636364,58.33333333
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Bhubaneswar,Odisha,55.76923077,50.71428571
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Ranchi,Jharkhand,52.77777778,65.97222222
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Gangtok,Sikkim,90.625,46.875
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Aizawl,Mizoram,100.0,75.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Dehradun,Uttarakhand,41.12903226,66.66666667
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Guwahati,Assam,33.75,78.77358491
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Visakhapatnam,Andhra Pradesh,40.40697674,69.62025316
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Vijayawada,Andhra Pradesh,30.11363636,58.75
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Jodhpur,Rajasthan,27.77777778,65.625
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Ajmer,Rajasthan,50.0,45.83333333
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Jamshedpur,Jharkhand,46.32352941,55.38461538
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Ludhiana,Punjab,17.85714286,68.18181818
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Nashik,Maharashtra,69.44444444,50.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Meerut,Uttar Pradesh,27.65957447,75.65789474
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Udaipur,Rajasthan,57.14285714,72.58064516
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Faridabad,Haryana,13.06818182,80.42168675
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Aurangabad,Maharashtra,30.64516129,62.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Bikaner,Rajasthan,61.9047619,54.16666667
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Jabalpur,Madhya Pradesh,42.85714286,68.10344828
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Aligarh,Uttar Pradesh,50.0,0.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Asansol,West Bengal,25.96153846,68.47826087
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Howrah,West Bengal,50.0,75.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Ghaziabad,Uttar Pradesh,12.90322581,80.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Thane,Maharashtra,41.66666667,70.94594595
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Shillong,Meghalaya,73.33333333,73.33333333
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Imphal,Manipur,47.91666667,65.38461538
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Kolhapur,Maharashtra,52.88461538,69.04761905
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Akola,Maharashtra,31.52173913,62.5
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Bareilly,Uttar Pradesh,45.83333333,48.52941176
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Panaji,Goa,25.0,50.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Solapur,Maharashtra,20.83333333,73.07692308
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Bhilai,Chhattisgarh,34.82142857,55.68181818
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Bhavnagar,Gujarat,61.36363636,61.9047619
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Jhansi,Uttar Pradesh,47.82608696,69.73684211
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Dhanbad,Jharkhand,20.19230769,64.13043478
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Gaya,Bihar,0.0,50.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Jammu,Jammu and Kashmir,44.76744186,62.82051282
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Amravati,Maharashtra,36.25,59.61538462
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Belgaum,Karnataka,46.71052632,82.43243243
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Haridwar,Uttarakhand,71.875,53.125
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Karaikal,Puducherry,50.0,50.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Noida,Uttar Pradesh,11.48255814,82.63473054
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Coonoor,Tamil Nadu,87.5,45.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Valsad,Gujarat,75.0,75.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Kollam,Kerala,75.0,44.11764706
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Muradabad,Uttar Pradesh,37.5,43.75
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Raipur,Chhattisgarh,15.09433962,68.61702128
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Sangli,Maharashtra,47.22222222,62.5
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Ulhasnagar,Maharashtra,10.86956522,73.91304348
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Sri Ganganagar,Rajasthan,50.0,44.44444444
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Rishikesh,Uttarakhand,37.5,87.5
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Veraval,Gujarat,0.0,100.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Satara,Maharashtra,87.5,56.25
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Udupi,Karnataka,50.0,37.5
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Kharagpur,West Bengal,50.0,55.76923077
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Begusarai,Bihar,44.44444444,55.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Pondicherry,Puducherry,50.0,59.09090909
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Balasore,Odisha,21.15384615,58.33333333
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Ratlam,Madhya Pradesh,65.0,55.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Srikakulam,Andhra Pradesh,75.0,37.5
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Bharuch,Gujarat,30.55555556,67.85714286
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Bhagalpur,Bihar,53.75,50.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Bhiwani,Haryana,25.0,12.5
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Tirupur,Tamil Nadu,42.64705882,50.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Nagercoil,Tamil Nadu,37.5,55.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Nanded,Maharashtra,38.23529412,53.57142857
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Bilaspur,Chhattisgarh,31.57894737,75.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Chandrapur,Maharashtra,11.11111111,68.33333333
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Eluru,Andhra Pradesh,54.16666667,57.14285714
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Palakkad,Kerala,86.53846154,54.16666667
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Rourkela,Odisha,33.0,58.33333333
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Pathanamthitta,Kerala,89.70588235,38.63636364
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Jaunpur,Uttar Pradesh,50.0,62.5
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Darbhanga,Bihar,40.625,59.375
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Dibrugarh,Assam,51.78571429,44.44444444
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Rohtak,Haryana,50.0,25.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Muzaffarpur,Bihar,17.59259259,57.60869565
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Purnia,Bihar,100.0,50.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Wardha,Maharashtra,50.0,50.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Hisar,Haryana,29.62962963,46.15384615
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Anand,Gujarat,78.84615385,45.45454545
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Navsari,Gujarat,68.75,54.54545455
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Tenali,Andhra Pradesh,71.42857143,58.33333333
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Mohali,Punjab,87.5,75.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Nalgonda,Telangana,75.0,75.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Korba,Chhattisgarh,43.75,43.75
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Tinsukia,Assam,0.0,75.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Greater Noida,Uttar Pradesh,25.0,100.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Alwar,Rajasthan,37.5,55.76923077
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Vizianagaram,Andhra Pradesh,58.33333333,58.33333333
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Gorakhpur,Uttar Pradesh,47.11538462,66.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Chittoor,Andhra Pradesh,70.0,70.83333333
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Haldia,West Bengal,0.0,100.0
India,2015.0,,,,IND,11.762998,3.6219816,50.823193,33.79184,,,Warangal,Telangana,53.40909091,71.875
India,2016.0,,,,IND,12.197806,3.757444,49.636204,34.40855,,,Ahmedabad,Gujarat,32.96296296,66.9921875
India,2016.0,,,,IND,12.197806,3.757444,49.636204,34.40855,,,Jamnagar,Gujarat,34.48275862,58.33333333
India,2016.0,,,,IND,12.197806,3.757444,49.636204,34.40855,,,Mumbai,Maharashtra,25.16025641,75.32537961
India,2016.0,,,,IND,12.197806,3.757444,49.636204,34.40855,,,Kolkata,West Bengal,25.93457944,68.26923077
India,2016.0,,,,IND,12.197806,3.757444,49.636204,34.40855,,,Chennai,Tamil Nadu,35.88435374,73.07017544
India,2016.0,,,,IND,12.197806,3.757444,49.636204,34.40855,,,Hyderabad,Telangana,31.49253731,70.10703364
India,2016.0,,,,IND,12.197806,3.757444,49.636204,34.40855,,,Nagpur,Maharashtra,46.61016949,69.44444444
India,2016.0,,,,IND,12.197806,3.757444,49.636204,34.40855,,,Pune,Maharashtra,39.10788382,71.86147186
India,2016.0,,,,IND,12.197806,3.757444,49.636204,34.40855,,,Kochi,Kerala,36.5625,68.40277778
